authorName,hIndex
A. Kovatich,1
A. Bekhash,1
M. Osmond,1
J. Hooke,1
M. Correll,1
De Gao,1
Jun Gao,1
C. Shriver,1
Jim Clark,1
Vladimir Kubatin,1
Stefano Rizzi,1
M. Serrano,1
C. Calero,1
M. Piattini,1
H. Sahraoui,1
Ryan P. Adams,1
Jasper Snoek,1
H. Larochelle,1
K. K,1
Diana Mincu,1
Christina Chen,1
Mario Lucic,1
A. Mitani,1
N. Houlsby,1
K. Ramasamy,1
Max Vladymyrov,1
Xiaohua Zhai,1
Zachary Nado,1
Christopher Nielson,1
Yi-An Ma,1
T. Yun,1
Jonathan Deaton,1
A. D'Amour,1
Shannon Sequeira,1
Alex Beutel,1
A. Karthikesalingam,1
Harini Suresh,1
F. Hormozdiari,1
Xuezhi Wang,1
Kellie Webster,1
Jacob Eisenstein,1
D. Moldovan,1
B. Alipanahi,1
R. Raman,1
C. McLean,1
R. Sayres,1
M. Hoffman,1
Vivek Natarajan,1
Jessica Schrouff,1
K. Heller,1
Shaobo Hou,1
Ben Adlam,1
A. Montanari,1
D. Sculley,1
T. Osborne,1
Ghassen Jerfel,1
Steve Yadlowsky,1
Victor Veitch,1
Henrique M. Dinis Santos,1
S. M. Rashid,1
Paulo Pinheiro da Silva,1
M. P. Bax,1
Jamie McCusker,1
J. Stingone,1
D. McGuinness,1
Amar K. Das,1
E. Shenkman,1
Hansi Zhang,1
Qian Li,1
J. Bian,1
Yi Guo,1
T. George,1
François Modave,1
George J. Pappas,1
Sean L. Bowman,1
Kostas Daniilidis,1
Nikolay A. Atanasov,1
Emily Clough,1
C. Lelong,1
Y. Gueguen,1
C. Corporeau,1
Patrick Prunet,1
Arnaud Tanguy,1
P. Wincker,1
Elodie Fleury,1
J. de Lorgeril,1
Dario Moraga,1
François Moreews,1
C. Fabioux,1
E. Bachère,1
F. Gavory,1
Jenny Shaw,1
Penelope Lindeque,1
Viviane Boulo,1
S. Lapègue,1
P. Boudry,1
Christopher Sauvage,1
Michel Mathieu,1
Richard Reinhardt,1
C. Klopp,1
Arnaud Huvet,1
Jeanne Moal,1
Grace C. Davey,1
P. Favrel,1
Shantanu Singh,1
Cherkeng Heng,1
Juan C. Caicedo,1
M. Rohban,1
Kyle W. Karhohs,1
Tim Becker,1
Marzieh Haghighi,1
C. McQuin,1
B. Cimini,1
Jeanelle Ackerman,1
A. Goodman,1
Anne E Carpenter,1
M. Doan,1
Xiaoqiang Zhang,1
Jianmin Chen,1
Zhi Chen,1
Lesia Semenova,1
Chudi Zhong,1
Haiyang Huang,1
Cameron Appel,1
Lucas Rodés-Guirao,1
Hannah Ritchie,1
Max Roser,1
Joe Hasell,1
E. Mathieu,1
Esteban Ortiz-Ospina,1
Charlie Giattino,1
A. Sverdlov,1
A. Nikolskaya,1
S. Smirnov,1
B. Kiryutin,1
N. Fedorova,1
Bmc Bioinformatics,1
R. Mazumder,1
D. M. Krylov,1
S. Mekhedov,1
B. Sridhar Rao,1
Jodie J. Yin,1
S. Vasudevan,1
Y. Wolf,1
A. R. Jacobs,1
Laura E. Williams,1
Raymond Lo,1
Sheldon K. Pereira,1
E. Westman,1
Baofeng Jia,1
Sachin Doshi,1
Nicholas Waglechner,1
Peiyao Guo,1
Gerard D. Wright,1
Biren M. Dave,1
Timothy A. Johnson,1
Tariq Elsayegh,1
J. Frye,1
B. A. Lago,1
D. Sardar,1
Mélanie Courtot,1
Jian Ye,1
Yuri Skripchenko,1
J. Crowcroft,1
Muhammad Usman,1
Adrian Weller,1
S. Latif,1
M. Boulos,1
Ignacio Castro,1
Gareth Tyson,1
Waleed Iqbal,1
Junaid Qadir,1
Sanaullah Manzoor,1
Adeel Razi,1
L. Lahti,1
Sudarshan A. Shetty,1
Andrew L. Ferguson,1
A. Teoh,1
Manaf Al-Okaily,1
Mutaz M. Al-Debei,1
Aws Al-Okaily,1
A. Tari,1
Amina Nouicer,1
A. Sebaa,1
Fatima Chikh,1
Jeffrey S. Brown,1
Tyler R. Ross,1
Daniel Ng,1
Gene Hart,1
M. Hornbrook,1
Roy Pardee,1
H. Watson,1
Thilini Ariyachandra,1
R. Alhajj,1
M. Ridley,1
Mohammad Rifaie,1
K. Kianmehr,1
B. Villazón-Terrazas,1
Panos Alexopoulos,1
Jeff Z. Pan,1
Raoul de Charette,1
É. Wirbel,1
F. Nashashibi,1
M. Jaritz,1
Xavier Perrotton,1
Jin-Hang Du,1
Y. Ni,1
Yong Yu,1
Haofen Wang,1
B. Henrissat,1
H. G. Ramulu,1
V. Lombard,1
P. Coutinho,1
Elodie Drula,1
Jane He,1
Zhouxi Wang,1
Jessica H. Fong,1
Zhaoxi Ke,1
M. Omelchenko,1
John B. Anderson,1
Naigong Zhang,1
C. Robertson,1
Carol DeWeese-Scott,1
M. Mullokandov,1
Xinwei Jiang,1
Bin Yang,1
Y. Lei,1
Naipeng Li,1
A. Nandi,1
Feng Jia,1
Carl E. Rasmussen,1
Christopher K. I. Williams,1
Parth Shah,1
Pinal Shah,1
Kamlesh Makvana,1
Patel Jay,1
