authorName,hIndex
Marcel Wassin,1
S. Stranks,1
L. E. Sanchez,1
Angelica I. Avilés-Rivero,1
E. M. Pereira,1
D. V. Carvalho,1
Jaime S. Cardoso,1
Aneesh S. Pappu,1
K. Leswing,1
V. Pande,1
Zhenqin Wu,1
Evan N. Feinberg,1
Bharath Ramsundar,1
C. Geniesse,1
Joseph Gomes,1
Mohamed Omran,1
Sebastian Ramos,1
B. Schiele,1
Uwe Franke,1
Timo Rehfeld,1
Rodrigo Benenson,1
M. Enzweiler,1
Marius Cordts,1
Claudio Gutiérrez,1
Juan Sequeda,1
Jorge Pérez,1
Daniel P. Miranker,1
M. Arenas,1
Lucy Chin,1
Ithayavani Iynkkaran,1
Alex Wilson,1
Diana Le,1
Ryan Cummings,1
Nicola Gale,1
Adam Maciejewski,1
Yuhao Chen,1
Xiaowei Wang,1
W. Meyerson,1
M. Gerstein,1
Shantao Li,1
Fábio C. P. Navarro,1
Chengfei Yan,1
Hussein Mohsen,1
Mengting Gu,1
B. Pang,1
Lillian Lee,1
Shivakumar Vaithyanathan,1
Samy Bengio,1
Alexey Kurakin,1
Raja Chiky,1
Marie-Aude Aufaure,1
V. Dimitrova,1
D. Thakker,1
L. Lau,1
F. Yang-Turner,1
Dimoklis Despotakis,1
J. Kiros,1
David J. Fleet,1
S. Fidler,1
Fartash Faghri,1
Hsin-Yu Chang,1
A. Bridge,1
Matthias Blum,1
H. Mi,1
C. Orengo,1
Gift Nuka,1
C. Rivoire,1
A. P. Pandurangan,1
Ivica Letunic,1
Christian J. A. Sigrist,1
T. Paysan-Lafosse,1
J. Gough,1
M. Necci,1
Tiago Grego,1
Cathy H. Wu,1
Swaathi Kandasamy,1
I. Sillitoe,1
W. Freeman,1
Bryan C. Russell,1
Fabian Ruehle,1
R. Peng,1
B. Caffo,1
Ira Gooding,1
Leo Lahti,1
R. Lyne,1
Richard N. Smith,1
Kim M Rutherford,1
Xavier Watkins,1
M. Wakeling,1
Adrian Carr,1
Mike Lyne,1
S. Contrino,1
Daniela Butano,1
Radek Stepan,1
J. Aleksić,1
Fengyuan Hu,1
Alexis Kalderimis,1
J. McClean,1
M. Mohseni,1
M. Broughton,1
S. Boixo,1
R. Babbush,1
H. Neven,1
Di Li,1
Shiyong Wang,1
Chengliang Liu,1
J. Wan,1
Sangjin Shin,1
Sungkwang Eom,1
Kyong-Ho Lee,1
Yassine Ouali,1
C. Hudelot,1
Myriam Tami,1
Hyunsoo Na,1
H. Yi,1
Sang-Cheol Park,1
Yoon-Seong Jeon,1
O. Kim,1
Yong-Joon Cho,1
Sungho Won,1
Mincheol Kim,1
Jae-Hak Lee,1
Kihyun Lee,1
K. Kojima,1
Weidong Bao,1
Patrick Paul Walsh,1
P. Keefer,1
T. Beck,1
G. Clarke,1
Alberto Groff,1
S. Badsha,1
Hamed Alqahtani,1
Alex Ng,1
A. Kayes,1
P. Watters,1
Leo Liberti,1
G. Galal-Edeen,1
Neveen Elgamal,1
Elisa Turricchia,1
M. Stronati,1
Vitaly Shmatikov,1
Congzheng Song,1
R. Shokri,1
Whitney Newey,1
E. Duflo,1
V. Chernozhukov,1
J. Robins,1
D. Chetverikov,1
Mert Demirer,1
Christian Hansen,1
S. Dumais,1
Mingzhang Yang,1
T. Kanade,1
Ying-li Tian,1
J. Cohn,1
A. Singleton,1
Daniel Arribas-Bel,1
Jonathan Claybaugh,1
Steven Pelley,1
Greg Rahn,1
M. Zukowski,1
A. Munir,1
Spyridon Triantafyllis,1
Artin Avanes,1
J. Bock,1
Martin Hentschel,1
Thierry Cruanes,1
Philipp Unterbrunner,1
P. Povinec,1
Allison W. Lee,1
Ashish Motivala,1
B. Dageville,1
V. Antonov,1
D. Engovatov,1
Jiansheng Huang,1
S. Visscher,1
M. Reinalda,1
J. Naessens,1
S. Anderson,1
B. Borah,1
B. Yawn,1
Ania Cravero Leal,1
J. Mazón,1
J. Trujillo,1
K. RavikumarG,1
N. ManjunathT.,1
R. Hegadi,1
Yu Hong,1
Zu-Hsu Lee,1
Beixin Lin,1
Tianjian Chen,1
Yongxin Tong,1
Bahzad Charbuty,1
A. Abdulazeez,1
S. Lloyd,1
J. Izaac,1
N. Killoran,1
Aroosa Ijaz,1
Agnieszka Lawrynowicz,1
Jedrzej Potoniec,1
Po-Sen Huang,1
Xiaodong He,1
Larry Heck,1
Jianfeng Gao,1
A. Acero,1
Jamie Taylor,1
Colin Evans,1
Tim Sturge,1
K. Bollacker,1
Praveen K. Paritosh,1
Pablo Minguez,1
T. Doerks,1
M. Stark,1
Andrea Franceschini,1
J. Muller,1
Yi Zhang,1
Z. Ives,1
P. Ram,1
Werner Geyer,1
Horst Samulowitz,1
Alexander G. Gray,1
Y. Tausczik,1
Philip S. Yu,1
Vincent Rainardi,1
H. Cartwright,1
D. Davies,1
K. Butler,1
A. Walsh,1
O. Isayev,1
Kraisak Kesorn,1
Chanmee Sirichanya,1
N. Chen,1
P. Simard,1
S. Drucker,1
J. Verwey,1
Jina Suh,1
Gonzalo A. Ramos,1
Morgan Kaufmann,1
Michael Y. Galperin,1
Benjamin Rath,1
Robert Ginthoer,1
Arnab Phani,1
I. Antonov,1
Matthias Boehm,1
Florijan Klezin,1
Kevin Innerebner,1
Stefanie N. Lindstaedt,1
Mark Dokter,1
D. Ślęzak,1
Victoria Eastwood,1
P. Perdikaris,1
I. Kevrekidis,1
Liu Yang,1
G. Karniadakis,1
Lu Lu,1
Sifan Wang,1
Holger Schwenk,1
Çaglar Gülçehre,1
B. V. Merrienboer,1
Fethi Bougares,1
Jaeyong Kang,1
Jeonghwan Gwak,1
Z. Ullah,1
Martin Leinberger,1
R. Lämmel,1
Steffen Staab,1
L. Martens,1
W. Joseph,1
Jens Trogh,1
D. Plets,1
Sandra Metzl,1
Michael Opitz,1
Thorsten Liebig,1
V. Vialard,1
Jinghui Zhang,1
D. Lipman,1
W. Miller,1
S. Altschul,1
Zheng Zhang,1
A. Schäffer,1
S. Coleman,1
G. Vicario,1
R. Abbasi-Asl,1
Chandan Singh,1
W. James Murdoch,1
Karl Kumbier,1
Soumik Mandal,1
M. Belkin,1
Daniel J. Hsu,1
Siyuan Ma,1
Dishita Naik,1
Nitin Naik,1
W. Tao,1
Jinlong Ru,1
Xue Xu,1
Peng Li,1
Bohui Li,1
Zihu Guo,1
Yonghua Wang,1
Yinfeng Yang,1
Chao Huang,1
Yan Li,1
W. Zhou,1
Jinan Wang,1
Ling Yang,1
Pidong Li,1
Smithsonian Institute National Museum of Natural History,1
Data Science,1
Baltimore.,1
Ponce,1
Mentewab Ayalew,1
Northwest Indian College,1
Katherine E. L. Cox,1
Aguadilla,1
Rachel Arnold,1
S. Sen,1
Northern Virginia Community College - Alexandria,1
Biological Sciences,1
Universidad Ana G. M'endez,1
Ca,1
Nv,1
Md,1
Department of Neurobiology,1
Biology,1
Tx,1
Research,1
Guttman Community College,1
El Paso Community College,1
Department of Embryology,1
N. Health,1
University of Hawaii at Manoa,1
Merced,1
Maria Alvarez,1
Youping Deng,1
Carla L. Easter,1
Az,1
Jennifer Vessio,1
Washington,1
California LosAngeles,1
Miguel P. M'endez-Gonz'alez,1
D. Microbiology,1
J. Sniezek,1
Tuba City,1
U. Fish,1
ScienceTechnology,1
U. O. T. A. E. Paso,1
School of Historical Studies,1
M. M. College,1
M. Campbell,1
Nevada State College,1
Statistics,1
Department of Molecular,1
Va,1
Sc,1
Nashville,1
V. S. University,1
B. Department,1
University of Puerto Rico,1
Ava M. Hoffman,1
S. Hakim,1
Spelman College,1
K. Fuller,1
Honolulu,1
Fort Lewis College,1
R. Meller,1
Pr,1
The Genomic Observatories Network,1
Stephen L Mosher,1
L. Best,1
Kalispell,1
Henderson,1
Sourav Roy,1
Mt,1
Dc,1
Chemical,1
Xianfa Xie Clovis Community College,1
New York.,1
Tn,1
Claflin University,1
Loyda B. M'endez,1
Natural Sciences Department,1
Joseph Wilcox,1
K. Watson,1
E. Paso,1
Ga,1
Biochemistry,1
Nd,1
Petersburg,1
Montgomery College,1
Wildlife,1
D. Chemistry,1
Rosa M Alcazar,1
Biomedical Sciences,1
National Research Centre Kurchatov Institute,1
K. Chowdhury,1
Border Biomedical Research Center,1
Fresno,1
Flathead Valley Community College,1
USA.,1
M. Schatz,1
Rockville,1
W. Westbroek,1
Onalaska,1
D. Biostatistics,1
University of Puerto Rico at Aguadilla,1
Carolina,1
Andrew Lee,1
Carnegie Institution,1
Hi,1
Cell Biology,1
Morehouse School of Medicine,1
Rachel Saidi,1
J. University,1
Germantown,1
Wi,1
N. Kucher,1
Durango,1
Ny,1
Tiffany Rolle,1
Atlanta,1
Christina R. Daulton,1
Orangeburg,1
Department of Materials Science,1
M. Nishiguchi,1
D. College,1
S. Pratap,1
E. Martinez,1
Department of Math,1
Co,1
F. Tan,1
Alexandria,1
Bethesda.,1
Department of Medical Biology,1
Johns Hopkins Bloomberg School of Public Health,1
Belcourt,1
Turtle Mountain Community College,1
Q. Liao,1
Ingrid Lange,1
David Piorkowski,1
Jason Tsay,1
T. Erickson,1
Timothy George,1
Bonnie E. John,1
Mary Beth Kery,1
Melanie Feinberg,1
S. Jackson,1
Cathrine F. Seidelin,1
Thomas M. Vogl,1
Jonathan Bright,1
B. Ganesh,1
Evans Rs,1
Pierce La,1
Lloyd Jf,1
A. Goesmann,1
Helge Küster,1
Tobias Jakobi,1
Kolja Henckel,1
Michael Dondrup,1
Kai J. Runte,1
T. Bekel,1
N. Audebert,1
B. L. Saux,1
S. Lefèvre,1
A. Ketter,1
Wil M.P. van der Aalst,1
A. Berti,1
S. V. Zelst,1
Andrew F. Nelson,1
Thomas E. Elliott,1
A. Davidson,1
P. La Chance,1
J. Holmes,1
Hadj Mahboubi,1
J. Darmont,1
C. G. Schütz,1
Simon Schausberger,1
C. Kuske,1
C. Brown,1
Yanni Sun,1
Andrea Porras‐Alfaro,1
T. Pun,1
Sander Koelstra,1
A. Nijholt,1
C. Mühl,1
M. Soleymani,1
T. Ebrahimi,1
I. Patras,1
Jong-Seok Lee,1
A. Yazdani,1
Yin Yang,1
K. Siau,1
Wen Xie,1
Yan Lindsay Sun,1
Henry E. Brady,1
A. Danyluk,1
C. Servin,1
L. Cassel,1
Paul M. Leidig,1
Tan,1
Lawrence,1
R. Santos,1
Jorge Bernardino,1
Abhishek V A,1
Nithin Raj,1
Vishal Thomas,1
Johan T R,1
Binny S,1
E. Brunskill,1
Joelle Pineau,1
Joshua Romoff,1
Dan Jurafsky,1
Peter Henderson,1
Jie Hu,1
U. Tariq,1
F. Kulsoom,1
M. U. Sarwar,1
Suleman Khan,1
A. R. Javed,1
A. Bashir,1
M. Salzmann,1
M. S. Aliakbarian,1
L. Petersson,1
F. Saleh,1
P. Flicek,1
Antonio Candelieri,1
F. Archetti,1
Anthony C. Smith,1
A. Robinson,1
James A. Blackshaw,1
Fred Morstatter,1
N. Saxena,1
Ninareh Mehrabi,1
Kristina Lerman,1
A. Galstyan,1
M. Hall,1
Martin Engelcke,1
L. Maaten,1
Benjamin Graham,1
Lov K. Grover,1
Christie S. Chang,1
Lara O'Donnell,1
J. Coulombe-Huntington,1
Genie Leung,1
M. Tyers,1
Lorrie Boucher,1
Nadine Kolas,1
J. Rust,1
A. Willems,1
Rochelle McAdam,1
R. Oughtred,1
Frederick Zhang,1
Bobby-Joe Breitkreutz,1
Chris Stark,1
S. Dolma,1
A. Chatr-aryamontri,1
M. Robeson,1
R. D. da Silva,1
J. V. D. van der Hooft,1
C. H. Williamson,1
C. Diener,1
S. Gibbons,1
Qiyun Zhu,1
Somalee Datta,1
Deepa Balraj,1
J. Posada,1
Priyamvada Desai,1
Joseph Mesterhazy,1
Ciaran O'Reilly,1
N. Shah,1
Joseph Pallas,1
Garrick Olson,1
Wencheng Li,1
N. Samatova,1
A. Karpatne,1
S. Shekhar,1
James H. Faghmous,1
G. Atluri,1
A. Banerjee,1
A. Ganguly,1
M. Steinbach,1
Vipin Kumar,1
L. Santoso,1
Yulia,1
อนิรุธ สืบสิงห์,1
K. Janosi-Rancz,1
Árpád Lajos,1
M. Niranjan,1
Tim Matthews,1
M. Nixon,1
Yuxiao Dong,1
Weihua Hu,1
J. Leskovec,1
Hongyu Ren,1
Bowen Liu,1
M. Zitnik,1
Matthias Fey,1
Michele Catasta,1
Catia Pesquita,1
M. Cheatham,1
J. Gross,1
P. Popovski,1
A. Munari,1
Onur Kaya,1
E. Uysal,1
T. Soleymani,1
B. Soret,1
M. Assaad,1
M. Codreanu,1
A. Ephremides,1
G. Liva,1
K. Johansson,1
R. Socher,1
K. Li,1
Wei Dong,1
Jia Deng,1
Li-Jia Li,1
James Hays,1
Krista A. Ehinger,1
B. Hameed,1
R. Paul,1
Nithesh Naik,1
Komal Smriti,1
S. Subrahmanya,1
Vathsala Patil,1
Dasharathraj K. Shetty,1
B. Somani,1
A. Comber,1
C. Brunsdon,1
L. Vogt,1
Harco Leslie Hendric Spits Wamars,1
R. Randriatoamanana,1
André Antunes,1
Manal Kalkatawi,1
I. Alam,1
A. Kamau,1
U. Stingl,1
Wail Ba alawi,1
V. Bajic,1
P. Pahwa,1
R. Arora,1
Shubha Bansal,1
Yuxiang Sun,1
Weixun Zuo,1
H. Wang,1
Ming Liu,1
J. Behley,1
Andres Milioto,1
Ignacio Vizzo,1
C. Stachniss,1
Kevin Y. H. Liang,1
N. Karu,1
Hasan Badran,1
Yongjie Liang,1
C. Manach,1
Sandeep Singhal,1
Arnau Serra-Cayuela,1
M. Berjanskii,1
R. Vázquez-Fresno,1
K. Jablonka,1
D. Ongari,1
B. Smit,1
S. M. Moosavi,1
Douglas A. Hosack,1
Glynn Dennis,1
Jun Yang,1
Wei Gao,1
R. Lempicki,1
Brad T. Sherman,1
H. C. Lane,1
G. Garrity,1
Ryan J. Farris,1
A. S. Kulam-Syed-Mohideen,1
T. Marsh,1
Erick Cardenas,1
P. Jaiswal,1
E. Schwarz,1
T. Berardini,1
S. Y. Rhee,1
B. Feierbach,1
M. Ashburner,1
S. Lewis,1
D. Botstein,1
D. Fisk,1
A. Sethuraman,1
W. Kibbe,1
S. Dwight,1
T. Seigfried,1
R. Nash,1
J. Hirschman,1
M. Costanzo,1
K. Eilbeck,1
P. Tonellato,1
C. Mungall,1
R. Kishore,1
S. Engel,1
N. Delacruz,1
K. Christie,1
J. Richter,1
R. White,1
P. Sternberg,1
S. Mundodi,1
B. Marshall,1
P. Gaudet,1
R. Foulger,1
C. Theesfeld,1
J. Jurka,1
P. Klonowski,1
J. Walichiewicz,1
V. Kapitonov,1
A. Pavlícek,1
M. Iwamoto,1
Y. Ugawa,1
Tomoko Korenaga,1
K. Higo,1
N. Boujemaa,1
John Thoms,1
Dirk Hamelinck,1
Cristóbal Costa Soria,1
N. Stojanović,1
S. Rüping,1
M. Petkovic,1
Ernestina Menasalvas Ruiz,1
Wouter Spek,1
Adrienne Heinrich,1
M. Melideo,1
M. Romão,1
Ziawasch Abedjan,1
Chiara Garattini,1
Elvira Narro Artigot,1
Gisele Roesems Kerremans,1
S. Consoli,1
S. Chatterjea,1
W. Verachtert,1
S. Campbell,1
F. Aarestrup,1
J. Kustra,1
Roel Wuyts,1
A. R. González,1
Paul Czech,1
D. R. Recupero,1
Patricia Casla,1
Andrejs Vasiljevs,1
Wessel Kraaij,1
Marga Martin Sanchez,1
M. Mayer,1
Roland Roller,1
Marija Despenic,1
A. Lojo,1
F. Sasaki,1
Ralph Kimball,1
Ajit Singh,1
Payman Mohassel,1
Yupeng Zhang,1
H. N. Abduljabbar,1
Ameer Sardar Kwekha-Rashid,1
Bilal S. A. Alhayani,1
Hong Zhang,1
Cong Yan,1
Yeye He,1
Rudra Pratap Deb Nath,1
Laura Sellart,1
G. Ros,1
Joanna Materzynska,1
David Vázquez,1
Antonio M. López,1
Qing-Wei Xu,1
H. Hermjakob,1
Rui Wang,1
N. del-Toro,1
José A. Dianes,1
Ilias Lavidas,1
F. Reisinger,1
N. Larsen,1
K. Keller,1
T. Huber,1
M. Rojas,1
G. Andersen,1
D. Dalevi,1
P. Hu,1
L. Floridi,1
M. Taddeo,1
Matthias W. Seeger,1
Yanchao Yang,1
Stefano Soatto,1
B. Al-Lazikani,1
Yvonne Light,1
S. McGlinchey,1
D. Michalovich,1
Jeffrey Huang,1
P. J. Phillips,1
P. Rauss,1
H. Wechsler,1
Michael L. Brodie,1
Zhiyi Tang,1
Y. Bao,1
Shiyin Wei,1
Zhicheng Chen,1
Yang Xu,1
Ben Green,1
Eilon Gabel,1
A. Mahajan,1
M. Mahbouba,1
I. Hofer,1
M. Pfeffer,1
Joe G. Greener,1
David T. Jones,1
Lewis Moffat,1
Shaun M. Kandathil,1
Ying Tai,1
N. Sang,1
Jilin Li,1
Chengjie Wang,1
Xuan Cao,1
Changxin Gao,1
Yanhao Ge,1
Yanrui Bin,1
Feiyue Huang,1
Xinya Chen,1
E. Hyvönen,1
I. Brilakis,1
Helen Jiang,1
Ozan Sener,1
Martin Fischer,1
Mine Çetinkaya-Rundel,1
Victoria Ellison,1
Michelle Wilkerson,1
J. Polman,1
Padma Raghavan,1
D. Estrin,1
Rob A. Rutenbar,1
F. Berman,1
M. Martonosi,1
Michael J. Franklin,1
S. Davidson,1
A. Szalay,1
B. Hailpern,1
Henrik Christensen,1
R. Tournier,1
O. Teste,1
F. Ravat,1
Stephen R. Gardner,1
Haemi Yang,1
Hyoseok Ryu,1
Hyunsik Choi,1
Soohyung Kim,1
Byungnam Lim,1
Y. Chung,1
Jihoon Son,1
Aurélien Géron,1
J. Nocedal,1
Frank E. Curtis,1
Tianjun Xiao,1
Minjie Wang,1
Mu Li,1
Tianqi Chen,1
Min Lin,1
Yutian Li,1
Chiyuan Zhang,1
Naiyan Wang,1
Bing Xu,1
S. Bocconi,1
C. T. Bolivar,1
A. Bozzon,1
A. Psyllidis,1
Z. Rengel,1
Joshua Dean,1
N. Sathianathen,1
M. Tradewell,1
E. Walczak,1
N. Papanikolopoulos,1
C. Weight,1
J. Rosenberg,1
Shaneabbas Raza,1
M. Peterson,1
Zach Edgerton,1
H. Kaluzniak,1
P. Blake,1
N. Heller,1
A. Kalapara,1
Makinna Oestreich,1
Aneri Shah,1
S. Regmi,1
R. Tejpaul,1
K. Moore,1
Jifeng Dai,1
F. Yu,1
Tianfei Zhou,1
E. Konukoglu,1
Wenguan Wang,1
Benjamin Moody,1
M. Feng,1
M. Ghassemi,1
Alistair E. W. Johnson,1
Peter Szolovits,1
Li-wei H. Lehman,1
L. Celi,1
T. Pollard,1
Lu Shen,1
Cun-Hui Zhang,1
H. Zou,1
Runze Li,1
Daniel L. Oberski,1
S. Virkus,1
E. Garoufallou,1
A. Munnich,1
H. Faour,1
Arthur Delapalme,1
A. Neuraz,1
B. Rance,1
N. Garcelon,1
Vincent Benoit,1
R. Salomon,1
Anita Burgun-Parenthoine,1
R. Manzini,1
Giulia Baruffaldi,1
R. Accorsi,1
Brandon M. Greenwell,1
Bradley C. Boehmke,1
H. B. McMahan,1
Ben Kreuter,1
Antonio Marcedone,1
Karn Seth,1
Vladimir Ivanov,1
Keith Bonawitz,1
Daniel Ramage,1
Aaron Segal,1
Sarvar Patel,1
Shanrong Zhao,1
George Lee,1
P. Czodrowski,1
A. Madabhushi,1
Bin Li,1
Edgardo Ferran,1
Dominic Clark,1
Parantu K. Shah,1
M. Spitzer,1
I. Dunham,1
J. Vamathevan,1
Satyavrat Wagle,1
Bill Cresko,1
Avrim Blum,1
J. Hopcroft,1
R. Kannan,1
Zeeshan Shirazi,1
Dong Liang,1
G. He,1
Jianhui Li,1
C. Corbane,1
A. Annoni,1
S. Nativi,1
M. Pesaresi,1
Huadong Guo,1
Jie Liu,1
M. Craglia,1
S. Schade,1
Lizhe Wang,1
J. Watkins,1
S. Jarvis,1
G. Blair,1
P. Henrys,1
P. Young,1
E. Eastoe,1
A. Leeson,1
G. Tanwar,1
A. Sharma,1
Vishal Gour,1
F. Waldner,1
P. Caccetta,1
F. Diakogiannis,1
Chen Wu,1
Timmy Schweer,1
P. Yarza,1
F. Glöckner,1
Christian Quast,1
J. Peplies,1
Jan Gerken,1
Pelin Yilmaz,1
Eric Learned-Miller,1
Marwan A. Mattar,1
Gary B. Huang,1
Tamara L. Berg,1
Philip Zimmermann,1
L. Hennig,1
Matthias Hirsch-Hoffmann,1
W. Gruissem,1
Yohannes Kurniawan,1
Erwin Ardianto Halim,1
N. Nathani,1
Patrick Zschech,1
Christian Janiesch,1
K. Heinrich,1
Alexey Radul,1
Barak A. Pearlmutter,1
J. Siskind,1
A. G. Baydin,1
H. Gall,1
R. Deline,1
Andrew Begel,1
C. Bird,1
Besmira Nushi,1
Thomas Zimmermann,1
Nachiappan Nagappan,1
Ece Kamar,1
S. Amershi,1
Fei Pan,1
François Rameau,1
Seokju Lee,1
In-So Kweon,1
Inkyu Shin,1
S. Lang,1
D. Tiede,1
M. Sudmanns,1
H. Augustin,1
Aleix M. Martinez,1
R. Szeliski,1
D. Scharstein,1
Michael J. Black,1
Simon Baker,1
J. P. Lewis,1
Douxi Yan,1
Lijun Wei,1
Hao Zhang,1
Ge Zhao,1
Xin Chen,1
Jiewu Leng,1
Ding Zhang,1
Ailin Yu,1
Qiang Liu,1
S. Athey,1
Peng Cui,1
Konstantinos Chatzilygeroudis,1
I. Perikos,1
I. Hatzilygeroudis,1
Alberto Santos,1
H. Cook,1
N. Doncheva,1
S. Wyder,1
J. Morris,1
A. Ireland,1
R. L. Chisholm,1
E. Camon,1
Hill Dp,1
E. Dimmer,1
H. Drabkin,1
J. Wortman,1
J. Eppig,1
Wood,1
J. Lomax,1
J. Blake,1
M. Ringwald,1
Lee,1
Gerald M. Rubin,1
G. Rubin,1
C. Bult,1
Jennifer I. Clark,1
L. Ni,1
M. Gwinn,1
M. Berriman,1
D. Barrell,1
L. Hannick,1
M. Dolan,1
M. Harris,1
R. Apweiler,1
Shrikanth S. Narayanan,1
Ebrahim (Abe) Kazemzadeh,1
E. Provost,1
Jeannette N. Chang,1
Samuel Kim,1
Chi-Chun Lee,1
Sungbok Lee,1
C. Busso,1
M. Bulut,1
D. Mercatelli,1
Carmine Ceraolo,1
F. Giorgi,1
Shannon E. Ellis,1
Bradley Voytek,1
Thomas Donoghue,1
Anamaria Crisan,1
Melanie Tory,1
Brittany Fiore-Gartland,1
Giuseppe Agapito,1
M. Cannataro,1
C. Zucco,1
P. Buche,1
Sébastien Destercke,1
B. Charnomordic,1
Dan Zhang,1
Jin Deng,1
Max Bucher,1
Tuan-Hung Vu,1
P. Pérez,1
Himalaya Jain,1
M. Cord,1
A. Sangrador-Vegas,1
J. Ridder,1
A. Zelikovsky,1
S. Kiełbasa,1
Luca Pinello,1
A. Niknejad,1
G. Corleone,1
M. Florescu,1
M. Robinson,1
Lukasz Raczkowski,1
J. Baaijens,1
Felix Mölder,1
A. Mchardy,1
David Lähnemann,1
A. Saliba,1
O. Stegle,1
Huan Yang,1
E. Szczurek,1
Samuel Aparicio,1
P. Skums,1
Fabian J Theis,1
I. Măndoiu,1
Johannes Köster,1
Benjamin J. Raphael,1
A. Stamatakis,1
T. Marschall,1
Thamar Jessurun Lobo,1
Emma M. Keizer,1
S. Hicks,1
Alexey M. Kozlov,1
A. Somarakis,1
J. Marioni,1
M. Reinders,1
Sohrab P. Shah,1
Davis J. McCarthy,1
Kieran R. Campbell,1
C. Vallejos,1
A. Cappuccio,1
M. Balvert,1
V. Guryev,1
J. Korbel,1
A. Mahfouz,1
Tzu-Hao Kuo,1
Katharina Jahn,1
Indu Khatri,1
B. Dutilh,1
Camille Stephan-Otto Attolini,1
B. D. Barbanson,1
B. Lelieveldt,1
Rens Holmer,1
A. Schönhuth,1
Tina Seto,1
J. Brooks,1
D. Blayney,1
T. Hernandez-Boussard,1
Stevalin Betshani,1
Doro Edi,1
H. Chan,1
K. Pang,1
R. Machado,1
Larissa Custodio,1
J. R. Quinlan,1
Radford M. Neal,1
Stefanie Warnat-Herresthal,1
S. Ktena,1
Charles Siegel,1
Milind Desai,1
Sathyanarayanan Manamohan,1
E. Giamarellos‐Bourboulis,1
Melanie Nuesch-Germano,1
A. Aschenbrenner,1
M. Woodacre,1
A. Keller,1
Christian Siever,1
P. Pickkers,1
I. Kurth,1
Vishesh Garg,1
N. Aziz,1
P. Rosenstiel,1
Sarah Kim-Hellmuth,1
Hartmut Schultze,1
Heidi Theis,1
J. Altmüller,1
T. Ulas,1
Michael Backes,1
K. Händler,1
U. Behrends,1
Michael Kraut,1
Ravi Sarveswara,1
P. Schommers,1
S. Ossowski,1
M. Kox,1
J. Rybniker,1
M. Breteler,1
L. Bonaguro,1
Tobias Fehlmann,1
J. Heyckendorf,1
Fabian Kern,1
S. Cheran,1
B. Krämer,1
S. Mukherjee,1
F. Tran,1
O. Riess,1
Bruno Monnet,1
J. Schultze,1
D. Skowasch,1
C. Herr,1
Nicolas Casadei,1
Elena De Domenico,1
N. Mishra,1
M. Netea,1
Daniel Petersheim,1
M. Augustin,1
E. L. Goh,1
Saikat Mukherjee,1
J. P. Bernardes,1
M. Saridaki,1
R. Bals,1
C. Lehmann,1
P. Nürnberg,1
F. Theis,1
M. Bitzer,1
S. Schreiber,1
J. Nattermann,1
Krishnaprasad Shastry,1
J. Schulte-Schrepping,1
M. Becker,1
A. Drews,1
Christian Aebeloe,1
Gabriela Montoya,1
R. Bastide,1
E. Conchon,1
R. Zgheib,1
R. Orris,1
R. Agarwala,1
Masato Kimura,1
B. Kattman,1
Anatoly Mnev,1
E. Yaschenko,1
S. Krasnov,1
D. Landsman,1
G. Starchenko,1
Mark Cavanaugh,1
I. Dondoshansky,1
D. Benson,1
K. Todorov,1
Adriana Malheiro,1
Karen Clark,1
A. Kotliarov,1
Carl Leubsdorf,1
A. Panchenko,1
Vasuki Palanigobu,1
V. Gorelenkov,1
A. Zasypkin,1
D. Vakatov,1
Kerry Zbicz,1
Christopher O'Sullivan,1
Mark Johnson,1
M. Feolo,1
I. Karsch-Mizrachi,1
Peter A. Meric,1
Borys Pierov,1
Vladimir Soussov,1
Brad Holmes,1
Alexandra Soboleva,1
K. Rodarmer,1
Viatcheslav Khotomlianski,1
G. Schuler,1
Michael Kimelman,1
Lawrence Fitzpatrick,1
Jennifer M. Lee,1
Colleen J. Bollin,1
Alan Graeff,1
Chad Charowhas,1
Karanjit Siyan,1
Muhammad Arif,1
G. Mujtaba,1
Yin Huai,1
Zhiwei Xu,1
Rubao Lee,1
Xiaodong Zhang,1
Yongqiang He,1
Stephan Hoyer,1
Dmitrii Kochkov,1
Jamie A. Smith,1
Qing Wang,1
Ayya Alieva,1
M. Brenner,1
S. Brunton,1
B. R. Noack,1
P. Koumoutsakos,1
G. Gorrell,1
A. Agrawal,1
Zina M. Ibrahim,1
R. Stewart,1
Honghan Wu,1
Clive Stringer,1
A. Folarin,1
I. Kartoglu,1
A. Roberts,1
Darren Gale,1
R. Jackson,1
M. Broadbent,1
Giulia Toti,1
K. Morley,1
R. Dobson,1
A. Karpathy,1
J. Riekki,1
Xiang Su,1
Altti Ilari Maarala,1
Eneko Agirre,1
Daniel Matthew Cer,1
Lucia Specia,1
I. Lopez-Gazpio,1
Mona T. Diab,1
D. Tal,1
Charless C. Fowlkes,1
David R. Martin,1
Jitendra Malik,1
R. Aebersold,1
A. Nesvizhskii,1
E. Kolker,1
Andrew Keller,1
Ignacio J. Tripodi,1
T. Callahan,1
L. Hunter,1
Harrison Pielke-Lombardo,1
Hua Lu,1
Tanvir Ahmed,1
Mortadha M. Hamad,1
Alaa Abdulkhar Jihad,1
Abdeltawab M. Hendawi,1
Shaker El-Sappagh,1
M. Liebman,1
L. Kvecher,1
J. Sheldon,1
Gwendolyn Schwab,1
G. Maxwell,1
Hai Hu,1
R. Mural,1
